prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
ViPhICP3_gp53,YP_004251296.1,DNA packaging protein B,DNA packaging protein B,[36678:38439](+),586,NC_015159.1,"Vibrio phage ICP3, complete genome",127-6-80,127-6-80
QD07_5,APU00142.1,large terminase subunit,DNA packaging protein B,[5743:7618](+),624,KY290756.1,"Vibrio phage Vp670, complete genome",127-6-80,127-6-80
VpV262p61,NP_640322.1,hypothetical protein,DNA packaging protein B,[41061:42669](-),535,NC_003907.2,"Vibrio phage VpV262, complete genome",127-6-80,127-6-80
vBVspPpVa5_0004,APC46029.1,N4 gp68 like protein,DNA packaging protein B,[1367:2972](+),534,KX889068.2,"Vibrio phage pVa5, complete genome",127-6-80,127-6-80
VPR_021,AUG88385.1,DNA ligase,ATP-dependent DNA ligase,[8385:9339](-),317,MG603697.1,"Vibrio phage Vp_R1, complete genome",138-93,138-93
ViPhICP3_gp07,YP_004251250.1,DNA ligase,ATP-dependent DNA ligase,[4695:5676](+),326,NC_015159.1,"Vibrio phage ICP3, complete genome",138-93,138-93
TU18-21_00025,ADX87592.1,ATP-dependent DNA ligase,ATP-dependent DNA ligase,[4627:5608](+),326,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",138-93,138-93
ICP22011A_0062,AII27106.1,putative DNA ligase,ATP-dependent DNA ligase,[45308:45998](+),229,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",138-93,138-93
VP3_007,AFH14407.1,DNA ligase,ATP-dependent DNA ligase,[4677:5652](+),324,JQ780163.1,"Vibrio phage VP3, complete genome",138-93,138-93
APD18170.1,APD18170.1,DNA ligase,ATP-dependent DNA ligase,[43963:44734](-),256,KY065149.1,"Vibrio phage JSF7, complete genome",138-93,138-93
MS_029,YP_008239685.1,DNA ligase,ATP-dependent DNA ligase,[23523:24432](-),302,NC_021776.1,"Vibrio phage vpms1, complete genome",138-93,138-93
VVP4_p03,YP_249578.1,ATP-dependent DNA ligase,ATP-dependent DNA ligase,[4682:5663](+),326,NC_007149.1,"Vibriophage VP4, complete genome",138-93,138-93
CHOED_023,YP_009021689.1,ATP-dependent DNA ligase,ATP-dependent DNA ligase,[21272:22346](-),357,NC_023863.2,"Vibrio phage CHOED, complete genome",138-93,138-93
VN4_04,YP_003347904.1,DNA ligase,ATP-dependent DNA ligase,[4002:5013](+),336,NC_013651.1,"Vibrio phage N4, complete genome",138-93,138-93
QD07_38,APU00175.1,adenylation DNA ligase-like protein,ATP-dependent DNA ligase,[29409:30420](+),336,KY290756.1,"Vibrio phage Vp670, complete genome",138-93,138-93
CHOED_05,YP_009021671.1,hypothetical protein,ATP-dependent DNA ligase,[3583:4294](+),236,NC_023863.2,"Vibrio phage CHOED, complete genome",138-93,138-93
AHC94064.1,AHC94064.1,DNA ligase-like protein,ATP-dependent DNA ligase,[19106:20105](+),332,KF800937.1,"Vibrio phage AS51, complete genome",138-93,138-93
ASU01138.1,ASU01138.1,DNA ligase,ATP-dependent DNA ligase,[9593:10574](+),326,MF574151.1,"Vibrio phage JSF25, complete genome",138-93,138-93
TU18-RWS_00020,ADX87498.1,ATP-dependent DNA ligase,ATP-dependent DNA ligase,[4638:5619](+),326,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",138-93,138-93
ACQ42_gp35,YP_009152786.1,hypothetical protein,hypothetical protein,[32753:33434](-),226,NC_027393.1,"Vibrio phage J2, complete genome",34-68,34-68
ACQ41_gp34,YP_009153060.1,hypothetical protein,hypothetical protein,[32597:33290](-),230,NC_027397.1,"Vibrio phage QH, complete genome",34-68,34-68
CJY_0035,AIZ01434.1,hypothetical protein,hypothetical protein,[32753:33446](-),230,KM612260.1,"Vibrio phage CJY, complete genome",34-68,34-68
phiVC8_p36,YP_009140165.1,hypothetical protein,hypothetical protein,[32537:33230](-),230,NC_027118.1,"Vibrio phage phiVC8, complete genome",34-68,34-68
phiVC8_p46,YP_009140175.1,hypothetical protein,hypothetical protein,[37494:38094](-),199,NC_027118.1,"Vibrio phage phiVC8, complete genome",34-68,34-68
VP2p45,YP_053004.1,hypothetical protein,hypothetical protein,[38355:38946](-),196,NC_005879.1,"Vibrio phage VP2, complete genome",34-68,34-68
VP5_gp48,YP_053042.1,hypothetical protein,hypothetical protein,[38290:38881](-),196,NC_005891.1,"Vibrio phage VP5, complete genome",34-68,34-68
ACQ42_gp46,YP_009152797.1,hypothetical protein,hypothetical protein,[38041:38632](-),196,NC_027393.1,"Vibrio phage J2, complete genome",34-68,34-68
J3_0047,AIZ01686.1,hypothetical protein,hypothetical protein,[38291:38882](-),196,KM612265.1,"Vibrio phage J3, complete genome",34-68,34-68
H1_0046,AIZ01493.1,hypothetical protein,hypothetical protein,[38041:38632](-),196,KM612261.1,"Vibrio phage H1, complete genome",34-68,34-68
VP5_gp34,YP_053028.1,hypothetical protein,hypothetical protein,[32698:33391](-),230,NC_005891.1,"Vibrio phage VP5, complete genome",34-68,34-68
VP2p33,YP_052992.1,hypothetical protein,hypothetical protein,[32749:33442](-),230,NC_005879.1,"Vibrio phage VP2, complete genome",34-68,34-68
CJY_0046,AIZ01445.1,hypothetical protein,hypothetical protein,[38053:38644](-),196,KM612260.1,"Vibrio phage CJY, complete genome",34-68,34-68
H3_0046,AIZ01589.1,hypothetical protein,hypothetical protein,[38041:38632](-),196,KM612263.1,"Vibrio phage H3, complete genome",34-68,34-68
ACQ41_gp46,YP_009153072.1,hypothetical protein,hypothetical protein,[38236:38827](-),196,NC_027397.1,"Vibrio phage QH, complete genome",34-68,34-68
H1_0035,AIZ01482.1,hypothetical protein,hypothetical protein,[32753:33434](-),226,KM612261.1,"Vibrio phage H1, complete genome",34-68,34-68
ICP22011A_0058,AII27102.1,putative exonuclease,5'-3'exonuclease,[43706:44558](+),283,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",47-97,47-97
VpV262p30,NP_640291.1,5' to 3' exonuclease-like protein,5'-3'exonuclease,[15038:16010](+),323,NC_003907.2,"Vibrio phage VpV262, complete genome",47-97,47-97
VPP93_gp22,YP_002875646.1,putative exonuclease,5'-3'exonuclease,[14956:15907](+),316,NC_012662.1,"Vibrio phage VP93, complete genome",47-97,47-97
VN4_22,YP_003347922.1,exonuclease,5'-3'exonuclease,[14317:15181](+),287,NC_013651.1,"Vibrio phage N4, complete genome",47-97,47-97
QD07_33,APU00170.1,PIN domain protein,5'-3'exonuclease,[25815:27036](+),406,KY290756.1,"Vibrio phage Vp670, complete genome",47-97,47-97
APD18172.1,APD18172.1,hypothetical protein,5'-3'exonuclease,[44959:45967](-),335,KY065149.1,"Vibrio phage JSF7, complete genome",47-97,47-97
VP3_0025,AFH14425.1,exonuclease,5'-3'exonuclease,[14764:15643](+),292,JQ780163.1,"Vibrio phage VP3, complete genome",47-97,47-97
PV_040,AHN84691.1,5'-3'exonuclease,5'-3'exonuclease,[40606:41815](+),402,KJ502657.1,"Vibrio phage Vc1, complete genome",47-97,47-97
ViPhICP2p59,YP_004251230.1,putative exonuclease,5'-3'exonuclease,[44545:45397](+),283,NC_015158.1,"Vibrio phage ICP2, complete genome",47-97,47-97
AHC94058.1,AHC94058.1,exonuclease-like protein,5'-3'exonuclease,[15376:16597](+),406,KF800937.1,"Vibrio phage AS51, complete genome",47-97,47-97
VVP4_p12,YP_249583.1,exonuclease,5'-3'exonuclease,[14784:15648](+),287,NC_007149.1,"Vibriophage VP4, complete genome",47-97,47-97
LD36_gp57,YP_009056269.1,putative exonuclease,5'-3'exonuclease,[43876:44722](+),281,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",47-97,47-97
VPR_138,AUG88502.1,exonuclease,5'-3'exonuclease,[103796:104846](-),349,MG603697.1,"Vibrio phage Vp_R1, complete genome",47-97,47-97
CHOED_034,YP_009021700.1,5 -3 exonuclease,5'-3'exonuclease,[26134:27217](-),360,NC_023863.2,"Vibrio phage CHOED, complete genome",47-97,47-97
phiVC8_p47,YP_009140176.1,hypothetical protein,5'-3'exonuclease,[38092:38788](+),231,NC_027118.1,"Vibrio phage phiVC8, complete genome",47-97,47-97
ViPhICP3_gp29,YP_004251272.1,exonuclease,5'-3'exonuclease,[15172:16048](+),291,NC_015159.1,"Vibrio phage ICP3, complete genome",47-97,47-97
I904_gp33,YP_007518375.1,hypothetical protein,5'-3'exonuclease,[32318:33212](+),297,NC_020488.1,"Vibrio phage VvAW1, complete genome",47-97,47-97
